# Final cluster catalogue of successfully downloaded clusters
# column 1: ID
# column 2: Name
# column 3: RA [deg]
# column 4: Dec [deg]
# column 5: cluster photometric redshift z_cl
# column 6: richness N_mem
# column 7: spectroscopic redshift of BCG (-1.0 if not available)
ID Name "RA [deg]" "Dec [deg]" z_cl Richness "BCG redshift"
728 HSCJ090806+020022 137.025991 2.006109 0.3131 16.07 -1.0
729 HSCJ090812-013015 137.049514 -1.504258 0.306 15.22 0.33054
730 HSCJ090828-004706 137.116627 -0.785079 0.2022 15.315 0.21883
731 HSCJ090838+015230 137.158784 1.87489 0.2607 28.298 0.26813
732 HSCJ090914-001220 137.307434 -0.205609 0.3047 50.169 0.30852
733 HSCJ090914+012050 137.308353 1.347259 0.2251 16.584 0.22725
734 HSCJ090937+035428 137.404556 3.907672 0.168 19.523 -1.0
735 HSCJ090951+005230 137.460993 0.875037 0.2807 18.043 0.29975
736 HSCJ091012+013904 137.548132 1.65106 0.27 33.718 0.2842
737 HSCJ091027-010030 137.610806 -1.00821 0.308 16.39 0.32136
738 HSCJ091034+005101 137.640138 0.850338 0.3576 33.516 0.36626
739 HSCJ091045+015842 137.688695 1.978245 0.442 16.357 0.45278
740 HSCJ091100+041658 137.74874 4.282737 0.4459 22.76 -1.0
741 HSCJ091117+030523 137.819669 3.089649 0.2007 20.967 -1.0
742 HSCJ091126-004510 137.858369 -0.752874 0.3246 22.285 0.33728
743 HSCJ091139+032307 137.912072 3.385175 0.2304 16.943 -1.0
744 HSCJ091143+021304 137.930551 2.217839 0.46 29.497 0.45456
745 HSCJ091148+035429 137.94908 3.908096 0.348 22.169 -1.0
746 HSCJ091205+002901 138.02212 0.483672 0.18 19.328 0.16419
747 HSCJ091222+023201 138.08986 2.533722 0.2274 19.213 0.22281
748 HSCJ091230+041556 138.125263 4.265485 0.4364 16.743 0.45332
749 HSCJ091305+021939 138.268931 2.327464 0.244 21.815 -1.0
750 HSCJ091308+035004 138.281957 3.834479 0.454 59.707 -1.0
751 HSCJ091320+032835 138.334369 3.476334 0.3498 21.566 0.39912
752 HSCJ091336+031720 138.398707 3.288991 0.1407 36.8 -1.0
753 HSCJ091351-004443 138.46061 -0.745278 0.346 16.693 -1.0
754 HSCJ091352-004535 138.467426 -0.759724 0.264 44.163 0.29518
755 HSCJ091355+035338 138.48004 3.893782 0.4051 16.531 -1.0
756 HSCJ091358+025708 138.490931 2.952168 0.4043 26.027 -1.0
757 HSCJ091359+000350 138.496962 0.063901 0.1615 21.325 0.16827
758 HSCJ091400-012538 138.498241 -1.42716 0.436 16.787 -1.0
759 HSCJ091410+030909 138.541707 3.152463 0.226 37.001 0.23294
760 HSCJ091414+025643 138.5581 2.945317 0.1627 17.068 0.16046
761 HSCJ091423+001658 138.594874 0.282756 0.176 21.569 0.16483
762 HSCJ091424-004826 138.598869 -0.80721 0.5 25.505 -1.0
763 HSCJ091430+022742 138.624026 2.461636 0.304 32.659 0.31601
764 HSCJ091440+024643 138.666667 2.778557 0.338 17.657 0.41658
765 HSCJ091441-014403 138.669616 -1.734126 0.492 28.392 0.48588
766 HSCJ091442-004700 138.674115 -0.783457 0.3964 19.937 0.40371
767 HSCJ091445+032105 138.688078 3.351417 0.1442 30.86 -1.0
768 HSCJ091453+041555 138.718965 4.265372 0.1493 52.341 -1.0
769 HSCJ091511+043510 138.797269 4.586052 0.3511 18.066 0.36076
770 HSCJ091521+035128 138.836116 3.857903 0.4457 36.14 0.4612
771 HSCJ091523+040226 138.846876 4.040579 0.4447 16.355 -1.0
772 HSCJ091523+041219 138.846993 4.205275 0.4437 19.261 0.46018
773 HSCJ091527-005747 138.860747 -0.963006 0.3432 20.124 0.34149
774 HSCJ091533+044905 138.889046 4.818057 0.154 15.546 0.15794
775 HSCJ091545-002720 138.935562 -0.455619 0.4976 20.575 0.51057
776 HSCJ091553+002810 138.972222 0.469466 0.294 16.918 -1.0
777 HSCJ091554+040756 138.973782 4.132128 0.402 17.477 0.41031
778 HSCJ091555-013244 138.981023 -1.545651 0.499 36.383 -1.0
779 HSCJ091609-002416 139.038475 -0.404508 0.2967 116.0 0.32929
780 HSCJ091610+013439 139.040217 1.577627 0.4509 25.872 0.45358
781 HSCJ091621-011824 139.086013 -1.306724 0.27 15.773 -1.0
782 HSCJ091636+044114 139.14897 4.687195 0.18 18.438 0.17362
783 HSCJ091645+040438 139.185881 4.077296 0.312 20.697 0.40813
784 HSCJ091705+041450 139.271844 4.247351 0.3315 28.995 0.33669
785 HSCJ091722+021848 139.340037 2.313214 0.4765 23.647 -1.0
786 HSCJ091723+010125 139.343834 1.023638 0.338 21.054 0.35887
787 HSCJ091723+034941 139.346546 3.827931 0.397 24.103 0.41329
788 HSCJ091739+024521 139.411436 2.755922 0.4769 18.157 0.48594
789 HSCJ091746+014836 139.44244 1.809878 0.338 28.059 0.35403
790 HSCJ091748+004444 139.448199 0.745512 0.2129 22.172 0.19367
791 HSCJ091751+035631 139.461547 3.94208 0.3223 15.205 0.30986
792 HSCJ091801+025400 139.504463 2.900078 0.258 26.701 0.28796
793 HSCJ091808+004802 139.532181 0.800653 0.366 15.305 -1.0
794 HSCJ091836+025145 139.651789 2.862571 0.4719 20.66 -1.0
795 HSCJ091842+034752 139.676868 3.79775 0.4267 16.154 -1.0
796 HSCJ091843+021231 139.680391 2.208493 0.268 57.688 0.28249
797 HSCJ091845+025727 139.689521 2.957624 0.25 32.515 0.28488
798 HSCJ091858+010856 139.740809 1.148946 0.1053 18.436 0.08778
799 HSCJ091859+024742 139.747822 2.795108 0.194 24.33 0.19941
800 HSCJ091901+035329 139.752978 3.891314 0.402 35.779 0.40303
801 HSCJ091902-011804 139.757354 -1.301079 0.2135 30.274 -1.0
802 HSCJ091905+033639 139.769173 3.610717 0.44 21.241 0.44397
803 HSCJ091930-014245 139.874237 -1.712396 0.179 24.806 0.18501
804 HSCJ091939+032157 139.910925 3.365935 0.1933 19.545 0.19827
805 HSCJ091946-013738 139.942697 -1.627143 0.3426 22.733 0.3427
806 HSCJ092009+035029 140.037488 3.841312 0.35 16.423 0.35216
807 HSCJ092015+035758 140.064066 3.966093 0.402 15.077 0.37547
808 HSCJ092022+045023 140.090802 4.839731 0.236 26.596 0.27016
809 HSCJ092026+030108 140.106604 3.018803 0.4786 23.417 -1.0
810 HSCJ092036-011503 140.151864 -1.250807 0.1564 26.347 0.15415
811 HSCJ092039+004725 140.162156 0.790254 0.451 24.544 0.47159
812 HSCJ092041+024700 140.17039 2.783202 0.264 60.254 -1.0
813 HSCJ092048+002931 140.199494 0.49185 0.4 39.067 -1.0
814 HSCJ092048+030734 140.200357 3.126208 0.356 16.379 0.35092
815 HSCJ092053+021122 140.220151 2.189475 0.2666 30.76 0.28149
816 HSCJ092115+033019 140.310966 3.505297 0.2561 20.886 -1.0
817 HSCJ092121+031713 140.337963 3.286995 0.345 96.704 0.35128
818 HSCJ092121+015756 140.338385 1.965449 0.268 26.836 0.31387
819 HSCJ092123-012251 140.346589 -1.38097 0.312 34.882 0.29409
820 HSCJ092123+005623 140.346598 0.939806 0.4801 15.106 0.5022
821 HSCJ092125-005827 140.352886 -0.974169 0.3117 22.38 0.32213
822 HSCJ092128+033009 140.365222 3.502571 0.18 15.098 -1.0
823 HSCJ092134-001410 140.390366 -0.236168 0.304 32.607 -1.0
824 HSCJ092134+043423 140.391683 4.573127 0.4149 16.012 0.41733
825 HSCJ092136+005124 140.398376 0.856553 0.4928 19.367 0.48839
826 HSCJ092137+021409 140.402736 2.235955 0.298 16.411 0.3191
827 HSCJ092141+014209 140.42084 1.702416 0.282 15.07 0.31478
828 HSCJ092156+024132 140.484951 2.692304 0.1047 18.311 0.08613
829 HSCJ092159-011240 140.494728 -1.210989 0.4604 20.993 -1.0
830 HSCJ092206-005329 140.526138 -0.891493 0.1749 16.34 0.18119
831 HSCJ092209-001013 140.539579 -0.170389 0.308 15.813 0.31046
832 HSCJ092211+034641 140.545649 3.77819 0.2519 71.517 0.27085
833 HSCJ092227+045017 140.613809 4.837986 0.2372 32.725 -1.0
834 HSCJ092231-005403 140.63099 -0.900805 0.434 15.19 -1.0
835 HSCJ092237+035743 140.652163 3.961851 0.3153 19.049 0.32055
836 HSCJ092244+020754 140.681557 2.131548 0.2061 23.652 0.19648
837 HSCJ092247+042423 140.694139 4.406365 0.332 32.053 -1.0
838 HSCJ092250-013535 140.71031 -1.593151 0.3247 16.366 0.28072
839 HSCJ092252+034018 140.717711 3.671728 0.2538 46.188 0.26893
840 HSCJ092259+035946 140.74572 3.996024 0.248 16.27 -1.0
841 HSCJ092307+000306 140.778453 0.051703 0.3378 17.473 -1.0
842 HSCJ092319-010325 140.827931 -1.056827 0.4667 19.614 -1.0
843 HSCJ092329-012453 140.870152 -1.414588 0.326 21.905 -1.0
844 HSCJ092342-005553 140.923942 -0.93126 0.1513 19.882 0.13464
845 HSCJ092348-005308 140.949848 -0.885521 0.3457 28.065 0.35811
846 HSCJ092403+024048 141.012694 2.679958 0.4202 15.315 -1.0
847 HSCJ092406-013055 141.025917 -1.51524 0.3225 15.329 0.33976
848 HSCJ092409-000607 141.036809 -0.101902 0.24 22.989 0.22507
849 HSCJ092422-005104 141.091623 -0.851042 0.272 21.578 0.27578
850 HSCJ092446+032213 141.19307 3.370217 0.1046 15.97 0.0873
851 HSCJ092456-010209 141.23239 -1.035938 0.4565 16.048 0.43611
852 HSCJ092503+022612 141.260822 2.436553 0.3663 20.917 -1.0
853 HSCJ092504-005559 141.268325 -0.933166 0.2957 16.216 0.28
854 HSCJ092505+025244 141.27237 2.878835 0.388 18.579 -1.0
855 HSCJ092508+014612 141.284167 1.770029 0.1878 16.528 0.17624
856 HSCJ092545-014344 141.438669 -1.728763 0.232 18.189 -1.0
857 HSCJ092548-002941 141.449722 -0.494711 0.458 18.131 -1.0
858 HSCJ092554+004312 141.474792 0.719948 0.2598 53.418 0.25451
859 HSCJ092554+042729 141.476305 4.45799 0.2471 15.809 0.26656
860 HSCJ092559+042544 141.497522 4.42883 0.3968 22.592 0.37635
861 HSCJ092635+002317 141.644537 0.388117 0.2829 17.005 -1.0
862 HSCJ092637+032738 141.653187 3.460544 0.1112 19.223 0.08845
863 HSCJ092640+040734 141.666893 4.126108 0.23 20.9 0.24462
864 HSCJ092650+031040 141.706917 3.177806 0.2302 20.341 0.22571
865 HSCJ092709-003358 141.786978 -0.566066 0.434 23.564 0.43429
866 HSCJ092733+014537 141.886568 1.760257 0.1629 23.321 0.14855
867 HSCJ092736+020630 141.901609 2.108282 0.4112 26.873 0.42052
868 HSCJ092739-010451 141.913065 -1.080789 0.32 17.469 0.32947
869 HSCJ092744-011339 141.933046 -1.22749 0.284 19.053 -1.0
870 HSCJ092759-002201 141.99566 -0.366954 0.32 17.753 -1.0
871 HSCJ092814-004523 142.056529 -0.756483 0.31 16.287 0.31803
872 HSCJ092817+005500 142.069583 0.916535 0.4514 15.912 -1.0
873 HSCJ092844+000344 142.182759 0.062264 0.4556 19.913 -1.0
874 HSCJ092847+000005 142.195002 0.001255 0.312 34.44 -1.0
875 HSCJ092847+005132 142.19515 0.858772 0.3094 42.492 0.31784
876 HSCJ092904-010230 142.26841 -1.041721 0.304 21.362 -1.0
877 HSCJ092914-001307 142.307564 -0.218507 0.3098 23.029 -1.0
878 HSCJ092915+002426 142.312603 0.407239 0.4607 16.92 0.45667
879 HSCJ092935-002039 142.396285 -0.344183 0.316 17.693 0.32184
880 HSCJ093049-003651 142.705795 -0.614281 0.31 44.327 0.33416
881 HSCJ093151-002214 142.962668 -0.370531 0.31 30.024 0.33566
882 HSCJ093303-004518 143.26045 -0.755061 0.316 25.612 0.33631
883 HSCJ093303-010150 143.264535 -1.030539 0.346 33.354 0.35571
884 HSCJ093314-002755 143.307794 -0.465283 0.3332 29.39 0.33729
885 HSCJ093328+003638 143.368061 0.610461 0.348 19.407 0.35198
886 HSCJ093331+000320 143.379933 0.055629 0.412 20.707 -1.0
887 HSCJ093342+002526 143.425461 0.423883 0.352 16.525 0.3554
888 HSCJ093404-001314 143.515286 -0.220587 0.23 24.221 -1.0
889 HSCJ093406-001748 143.523591 -0.296742 0.154 16.563 0.14211
890 HSCJ093431-002308 143.630004 -0.385442 0.3415 48.06 0.34202
891 HSCJ093439+004338 143.66096 0.727195 0.3053 16.991 -1.0
892 HSCJ093453+011556 143.71918 1.265537 0.17 17.236 0.16028
893 HSCJ093512+004932 143.801208 0.825611 0.35 71.305 0.34965
894 HSCJ093524+003210 143.85159 0.536167 0.352 18.172 -1.0
895 HSCJ093546-000120 143.94251 -0.022153 0.352 25.443 0.33944
896 HSCJ093613+001654 144.053214 0.281564 0.362 15.537 0.35835
897 HSCJ093646-013706 144.190501 -1.618367 0.302 15.176 -1.0
898 HSCJ093730+014810 144.376535 1.802852 0.424 20.312 0.43522
899 HSCJ093753+013348 144.471065 1.563294 0.4221 21.611 0.43672
900 HSCJ093755+001903 144.47954 0.317564 0.356 19.99 0.35608
901 HSCJ093821+011246 144.587829 1.212784 0.4552 18.209 -1.0
902 HSCJ093938-014329 144.908985 -1.72474 0.1469 16.34 -1.0
903 HSCJ094004-005654 145.016531 -0.948431 0.155 22.646 -1.0
904 HSCJ094056+014717 145.234988 1.787952 0.3016 15.694 0.31112
905 HSCJ094110+001822 145.293171 0.306201 0.319 17.232 0.32267
906 HSCJ094114+013236 145.307645 1.543373 0.492 18.096 -1.0
907 HSCJ094205+005548 145.518859 0.930095 0.4634 18.308 0.46126
908 HSCJ094205+010705 145.521234 1.118087 0.4561 25.57 0.46371
909 HSCJ094306+020341 145.774021 2.061474 0.4888 21.144 -1.0
910 HSCJ094310+005455 145.789876 0.915235 0.4401 35.96 -1.0
911 HSCJ094314-003249 145.806382 -0.547069 0.3511 43.54 0.36807
912 HSCJ094324+020443 145.848403 2.078672 0.1621 25.999 0.15992
913 HSCJ094327+002147 145.862318 0.363171 0.434 17.514 -1.0
914 HSCJ094328-015453 145.865214 -1.914809 0.436 15.698 0.45014
915 HSCJ094328-013003 145.867542 -1.500798 0.3526 17.1 -1.0
916 HSCJ094330+000325 145.873296 0.056826 0.1413 32.74 -1.0
917 HSCJ094345-004657 145.935954 -0.782486 0.3509 24.199 0.36697
918 HSCJ094348+005946 145.949103 0.99615 0.4358 30.008 -1.0
919 HSCJ094406+010417 146.025683 1.071307 0.432 15.303 0.43859
920 HSCJ094426+004758 146.108372 0.799398 0.4275 19.458 0.43716
921 HSCJ094434-004430 146.143574 -0.741637 0.2012 28.778 0.20382
922 HSCJ094435+004903 146.147404 0.817369 0.1318 17.952 0.12227
923 HSCJ094507-003642 146.278366 -0.611531 0.356 18.874 0.37115
924 HSCJ094516+003513 146.317872 0.586907 0.174 29.332 -1.0
925 HSCJ094517-000351 146.32017 -0.064179 0.4333 15.701 0.4414
926 HSCJ094524+005421 146.348771 0.90585 0.416 19.572 0.4181
927 HSCJ094538+015253 146.408496 1.881321 0.2917 23.113 0.28904
928 HSCJ094542+003402 146.425393 0.56712 0.2956 18.764 0.26313
929 HSCJ094629-012927 146.619418 -1.490795 0.392 19.522 -1.0
930 HSCJ094635+002808 146.646083 0.468999 0.4493 49.78 -1.0
931 HSCJ094659+014446 146.747808 1.746078 0.2964 17.095 -1.0
932 HSCJ094659+004405 146.747911 0.734659 0.27 21.695 0.2621
933 HSCJ094705-000036 146.769619 -0.009986 0.476 15.534 -1.0
934 HSCJ094728-011133 146.868104 -1.192378 0.2267 16.921 0.23874
935 HSCJ094734-000609 146.889696 -0.102448 0.24 16.784 -1.0
936 HSCJ094747+000534 146.944075 0.092837 0.4202 23.788 -1.0
937 HSCJ094851+001049 147.211274 0.180302 0.4061 15.98 -1.0
938 HSCJ094916+002057 147.317503 0.349273 0.3473 32.259 0.36989
939 HSCJ095024+021838 147.601018 2.310538 0.4041 26.752 0.39892
940 HSCJ095043+001327 147.678726 0.22407 0.342 18.971 -1.0
941 HSCJ095050-005316 147.708577 -0.887729 0.25 31.859 0.27146
942 HSCJ095127-002415 147.863043 -0.404243 0.3267 19.679 0.32242
943 HSCJ095140-001420 147.917066 -0.238932 0.4206 37.378 0.42127
944 HSCJ095257+020019 148.23907 2.005408 0.366 18.334 0.37381
945 HSCJ095302+002248 148.259565 0.380091 0.226 15.205 -1.0
946 HSCJ095335+024512 148.397786 2.753404 0.324 18.679 0.34424
947 HSCJ095341+014202 148.422419 1.700671 0.12 17.567 0.09837
948 HSCJ095345+004515 148.435569 0.754223 0.184 16.917 0.20744
949 HSCJ095404+021129 148.516513 2.191504 0.459 18.375 0.45343
950 HSCJ095410-011140 148.54244 -1.194575 0.1403 20.347 0.1384
951 HSCJ095429-010632 148.620784 -1.108802 0.3574 36.869 0.37154
952 HSCJ095551+013441 148.962796 1.578156 0.1061 24.656 0.10097
953 HSCJ095553+034121 148.969862 3.689142 0.102 15.405 0.09217
954 HSCJ095642-013218 149.175955 -1.538295 0.256 17.536 -1.0
955 HSCJ095801-005741 149.504065 -0.96147 0.2559 19.999 -1.0
956 HSCJ095823+034548 149.597053 3.763281 0.1943 17.489 0.19474
957 HSCJ095830+030341 149.625673 3.061278 0.2633 15.414 0.25968
958 HSCJ095830-011813 149.626425 -1.30365 0.168 51.364 0.1675
959 HSCJ095833-014035 149.639407 -1.676419 0.4893 19.842 0.48473
960 HSCJ095843-012948 149.678675 -1.496695 0.2271 16.92 -1.0
961 HSCJ095853-013407 149.719474 -1.568621 0.354 17.208 0.37208
962 HSCJ095859-001222 149.745692 -0.206058 0.1665 35.71 0.16974
963 HSCJ095917+010159 149.820911 1.033045 0.4461 18.687 -1.0
964 HSCJ095944-013939 149.931598 -1.660765 0.35 18.09 -1.0
965 HSCJ095948+004908 149.948739 0.818805 0.212 44.707 0.21936
966 HSCJ095949+040102 149.953618 4.017088 0.1193 22.43 0.12247
967 HSCJ095951+014049 149.964113 1.68033 0.3573 18.773 0.37206
968 HSCJ100028+024103 150.117862 2.684274 0.3442 16.531 0.34926
969 HSCJ100033+033610 150.138234 3.602696 0.1942 15.479 0.19253
970 HSCJ100049+013820 150.203903 1.638899 0.216 27.12 0.2163
971 HSCJ100103+035744 150.261227 3.962144 0.22 22.007 -1.0
972 HSCJ100121+025917 150.335432 2.988135 0.492 21.733 -1.0
973 HSCJ100125-012835 150.353214 -1.476273 0.458 15.393 -1.0
974 HSCJ100125+010029 150.353653 1.008048 0.1111 17.366 0.09322
975 HSCJ100129-010907 150.36981 -1.152072 0.3121 17.468 0.31189
976 HSCJ100135-004828 150.397039 -0.807817 0.1449 16.676 0.13971
977 HSCJ100211+034342 150.545523 3.72832 0.1517 21.076 0.19718
978 HSCJ100211+002752 150.546782 0.464565 0.174 21.275 -1.0
979 HSCJ100219-011148 150.579709 -1.196538 0.4611 16.323 0.48071
980 HSCJ100221-005824 150.585833 -0.973195 0.4328 16.582 0.44981
981 HSCJ100241+041616 150.670148 4.270975 0.158 16.895 0.1625
982 HSCJ100259+004341 150.74486 0.727973 0.458 15.067 0.47596
983 HSCJ100343+025049 150.927343 2.847039 0.192 17.456 0.18524
984 HSCJ100351+002231 150.962855 0.375281 0.3337 17.421 -1.0
985 HSCJ100354+023842 150.97519 2.645029 0.3229 22.808 -1.0
986 HSCJ100421-013205 151.087081 -1.534739 0.438 22.959 -1.0
987 HSCJ100439+025743 151.164165 2.961895 0.1105 22.715 0.10416
988 HSCJ100446-013739 151.193016 -1.627563 0.256 27.323 0.30942
989 HSCJ100446-003130 151.19368 -0.525098 0.4801 16.041 0.4841
990 HSCJ100447-004133 151.197832 -0.692373 0.1892 49.598 -1.0
991 HSCJ100515+015155 151.311646 1.865178 0.224 20.35 -1.0
992 HSCJ100622-011929 151.59036 -1.324746 0.4377 16.877 -1.0
993 HSCJ100634-012435 151.642977 -1.409793 0.24 15.677 -1.0
994 HSCJ100645-004529 151.68868 -0.758008 0.1778 15.061 0.18378
995 HSCJ100654+014301 151.72637 1.717002 0.12 18.822 0.12318
996 HSCJ100704-011756 151.764736 -1.298996 0.4452 19.21 0.4543
997 HSCJ100730-011434 151.87425 -1.242849 0.4494 17.206 0.45179
998 HSCJ100737-010138 151.903497 -1.027299 0.38 19.675 0.37626
999 HSCJ100740+010553 151.918225 1.098063 0.176 16.981 0.18087
1000 HSCJ100742-003306 151.925601 -0.551587 0.2032 23.356 -1.0
1001 HSCJ100749+003044 151.952627 0.512149 0.1079 46.787 0.09536
1002 HSCJ100757+011135 151.987564 1.193071 0.23 20.809 -1.0
1003 HSCJ100838+000815 152.15985 0.137427 0.104 16.465 0.09426
1004 HSCJ100841-011712 152.171816 -1.286761 0.332 18.439 0.37784
1005 HSCJ100841+000518 152.172695 0.088227 0.312 28.197 0.31678
1006 HSCJ100922+020230 152.341661 2.041796 0.302 25.691 0.32064
1007 HSCJ100946+003515 152.440119 0.587588 0.252 17.296 -1.0
1008 HSCJ100947-000651 152.44608 -0.114039 0.402 19.202 0.42056
1009 HSCJ100951-001845 152.462669 -0.31248 0.185 24.353 0.18574
1010 HSCJ101034+010341 152.641552 1.061252 0.1955 15.922 -1.0
1011 HSCJ101038-004551 152.658591 -0.764219 0.4725 16.2 -1.0
1012 HSCJ101133-004303 152.888081 -0.717373 0.222 16.741 0.21562
1013 HSCJ101142+012445 152.924349 1.412394 0.2348 17.253 0.231
1014 HSCJ101201-002454 153.002177 -0.414916 0.2393 35.671 0.25518
1015 HSCJ101204-003005 153.014992 -0.501356 0.1921 29.352 -1.0
1016 HSCJ101235+013436 153.145359 1.576534 0.2195 22.746 0.21484
1017 HSCJ101259+014232 153.246759 1.708779 0.4595 15.062 -1.0
1018 HSCJ101428+003111 153.615576 0.519727 0.4256 19.177 -1.0
1019 HSCJ101428+013426 153.616112 1.57391 0.2785 16.107 -1.0
1020 HSCJ101539-005201 153.912339 -0.866979 0.1853 34.947 -1.0
1021 HSCJ101544-000303 153.933767 -0.050796 0.161 19.996 0.1428
1022 HSCJ101557-010159 153.988071 -1.033148 0.3554 40.261 0.36158
1023 HSCJ101838-002830 154.656292 -0.475005 0.47 26.789 0.46583
1024 HSCJ101846-013103 154.69092 -1.517421 0.3958 20.557 -1.0
1025 HSCJ101847-012133 154.697189 -1.359037 0.4 23.351 0.38838
1026 HSCJ101858+010148 154.7414 1.029977 0.4614 15.515 -1.0
1027 HSCJ101906+003709 154.774471 0.619189 0.1592 21.761 0.1491
1028 HSCJ101925-000626 154.855152 -0.107125 0.498 19.279 0.51225
1029 HSCJ101937-011925 154.903831 -1.323583 0.4814 21.9 0.48789
1030 HSCJ101944-003818 154.934447 -0.6383 0.1116 44.601 0.09357
1031 HSCJ102006-001306 155.025416 -0.218414 0.3894 59.099 0.39972
1032 HSCJ102038+020352 155.159344 2.064517 0.3766 40.551 0.38485
1033 HSCJ102105+002446 155.271066 0.412722 0.2821 21.005 0.30589
1034 HSCJ102119+014655 155.329297 1.781807 0.226 26.044 -1.0
1035 HSCJ102122-003548 155.341242 -0.59667 0.396 16.118 0.39337
1036 HSCJ102132+003642 155.38331 0.611685 0.4386 15.106 -1.0
1037 HSCJ102141+002448 155.42168 0.413235 0.3527 22.541 -1.0
1038 HSCJ102208-000056 155.532352 -0.015632 0.276 19.29 0.30724
1039 HSCJ102229+010748 155.618872 1.130131 0.388 34.166 0.38778
1040 HSCJ102250-000309 155.706975 -0.052383 0.288 43.904 -1.0
1041 HSCJ102336-001317 155.898119 -0.221522 0.1058 22.113 0.09533
1042 HSCJ102401+013040 156.003399 1.511175 0.1149 17.731 0.09681
1043 HSCJ102404+003823 156.014991 0.639733 0.448 15.137 0.44933
1044 HSCJ102416-001005 156.066469 -0.16792 0.2753 23.828 0.27788
1045 HSCJ102429+003210 156.120342 0.536072 0.4281 17.153 0.43682
1046 HSCJ102442+014500 156.176043 1.74987 0.1882 16.599 0.18655
1047 HSCJ102537-003353 156.40591 -0.564635 0.1654 22.26 0.16927
1048 HSCJ102552+011126 156.466609 1.190628 0.1048 16.136 0.09613
1049 HSCJ102627-003448 156.611945 -0.580026 0.4214 21.889 0.43319
1050 HSCJ102644-004203 156.682837 -0.700808 0.324 17.949 0.32561
1051 HSCJ102651-003135 156.713711 -0.526257 0.44 17.729 -1.0
1052 HSCJ102709-014055 156.788129 -1.6819 0.43 15.794 -1.0
1053 HSCJ102711+012657 156.796114 1.449164 0.1581 19.713 -1.0
1054 HSCJ102724+000136 156.848825 0.026797 0.358 17.87 -1.0
1055 HSCJ102747+012021 156.944196 1.339241 0.312 20.071 0.32211
1056 HSCJ102809-003239 157.039083 -0.544066 0.224 21.813 -1.0
1057 HSCJ102818+001440 157.074538 0.244416 0.4617 19.509 0.45488
1058 HSCJ102835-004507 157.146709 -0.751853 0.22 16.743 0.22242
1059 HSCJ102839+011949 157.161829 1.330213 0.3297 19.263 -1.0
1060 HSCJ102932-002846 157.381604 -0.479549 0.232 17.415 0.22246
1061 HSCJ103046+020053 157.690798 2.01465 0.183 17.04 0.18229
1062 HSCJ103052+010143 157.715728 1.028549 0.471 17.867 -1.0
1063 HSCJ103107-004521 157.779597 -0.755967 0.236 31.459 0.22282
1064 HSCJ103323+003735 158.34553 0.626283 0.4776 24.684 0.48518
1065 HSCJ103333+014008 158.389448 1.668952 0.4738 19.803 0.47117
1066 HSCJ103415-010652 158.560777 -1.114381 0.338 15.008 0.34417
1067 HSCJ103513+004941 158.802985 0.828174 0.4204 15.327 -1.0
1068 HSCJ103525-000141 158.855792 -0.02805 0.4876 70.202 -1.0
1069 HSCJ103553+020208 158.972553 2.035574 0.3128 29.562 -1.0
1070 HSCJ103730-004041 159.373981 -0.677944 0.1086 16.232 0.09557
1071 HSCJ103829-011301 159.622717 -1.216885 0.1383 24.277 0.13817
1072 HSCJ103837+011748 159.65254 1.296664 0.1387 44.627 -1.0
1073 HSCJ103922-010604 159.842581 -1.101232 0.3831 23.118 -1.0
1074 HSCJ103923+010121 159.847856 1.022563 0.1206 30.279 0.11546
1075 HSCJ104002+020034 160.009191 2.009459 0.3895 23.028 0.3909
1076 HSCJ104010+011334 160.042788 1.226152 0.266 20.796 -1.0
1077 HSCJ104056-010359 160.23508 -1.066314 0.2397 22.958 0.25024
1078 HSCJ104105-004328 160.269023 -0.724391 0.135 44.049 -1.0
1079 HSCJ104139+012752 160.412384 1.46434 0.362 15.4 0.38709
1080 HSCJ104145+013048 160.436497 1.513314 0.385 28.575 0.38391
1081 HSCJ104224-000817 160.600831 -0.138114 0.1373 26.354 0.13839
1082 HSCJ104227-005003 160.61422 -0.834248 0.3536 15.627 -1.0
1083 HSCJ104259+002414 160.746863 0.403995 0.266 16.679 0.30681
1084 HSCJ104323+005834 160.844685 0.976159 0.111 36.132 0.07207
1085 HSCJ104511-003036 161.295798 -0.510086 0.4502 22.621 -1.0
1086 HSCJ110541+005444 166.422727 0.91234 0.1131 21.078 0.12409
1087 HSCJ110617-005001 166.572638 -0.833476 0.4276 32.973 0.41283
1088 HSCJ110637-012458 166.653141 -1.416079 0.276 19.195 -1.0
1089 HSCJ110651-004840 166.710511 -0.811201 0.338 23.471 0.36337
1090 HSCJ110707+013210 166.778109 1.536098 0.4063 16.03 0.4029
1091 HSCJ110747+004638 166.947643 0.777359 0.24 23.798 0.23891
1092 HSCJ110806+001654 167.025474 0.281539 0.1944 23.812 0.20346
1093 HSCJ110813+010132 167.052177 1.025442 0.2096 16.995 -1.0
1094 HSCJ110902+004421 167.257649 0.739304 0.308 16.52 0.33525
1095 HSCJ111003+013906 167.512141 1.651577 0.1073 16.946 0.10114
1096 HSCJ111040-001908 167.665567 -0.318983 0.4996 22.964 0.51089
1097 HSCJ111046+003534 167.69205 0.592907 0.1612 19.771 0.18487
1098 HSCJ111102-012042 167.760384 -1.34502 0.2496 19.198 -1.0
1099 HSCJ111111+004508 167.796716 0.752179 0.192 45.05 0.18469
