# Final cluster catalogue of successfully downloaded clusters
# column 1: ID
# column 2: Name
# column 3: RA [deg]
# column 4: Dec [deg]
# column 5: cluster photometric redshift z_cl
# column 6: richness N_mem
# column 7: spectroscopic redshift of BCG (-1.0 if not available)
ID Name "RA [deg]" "Dec [deg]" z_cl Richness "BCG redshift"
2194 HSCJ224533+011141 341.38827 1.194852 0.3432 24.577 -1.0
2195 HSCJ224603+012614 341.510879 1.43724 0.1885 17.855 0.1559
2196 HSCJ224616-004108 341.568243 -0.685432 0.2161 15.216 0.20699
2197 HSCJ224623+042232 341.596632 4.375533 0.2524 32.814 -1.0
2198 HSCJ224632+003414 341.632759 0.570541 0.2979 21.695 -1.0
2199 HSCJ224633+011026 341.637653 1.173877 0.3624 15.8 0.36077
2200 HSCJ224633+014754 341.639444 1.798222 0.1669 24.973 -1.0
2201 HSCJ224701+044612 341.756021 4.769974 0.254 38.824 -1.0
2202 HSCJ224717-003135 341.822326 -0.526414 0.4645 17.963 -1.0
2203 HSCJ224718+021521 341.826221 2.255845 0.1566 21.237 -1.0
2204 HSCJ224728+033700 341.866123 3.616563 0.1934 20.343 0.19983
2205 HSCJ224744+054748 341.934262 5.796673 0.2022 15.256 -1.0
2206 HSCJ224751+042401 341.963426 4.400278 0.4143 31.222 0.41383
2207 HSCJ224754-003454 341.974965 -0.581682 0.472 33.944 0.49134
2208 HSCJ224803+005442 342.010525 0.911637 0.1644 16.379 -1.0
2209 HSCJ224811+012408 342.047551 1.402321 0.262 37.135 0.27569
2210 HSCJ224834+002158 342.143488 0.366182 0.294 17.784 0.29331
2211 HSCJ224837+011506 342.152878 1.251707 0.366 15.519 0.3559
2212 HSCJ224859+014711 342.245752 1.78644 0.3655 38.79 0.35981
2213 HSCJ224900+043841 342.250743 4.644648 0.178 29.425 -1.0
2214 HSCJ224915+022650 342.312094 2.447306 0.1949 18.859 0.1819
2215 HSCJ224928+051506 342.368551 5.251666 0.2554 15.953 -1.0
2216 HSCJ224932+001401 342.382322 0.233735 0.4195 21.221 -1.0
2217 HSCJ224935-002621 342.39551 -0.439294 0.4796 65.742 -1.0
2218 HSCJ224946+021440 342.440359 2.244483 0.364 20.808 -1.0
2219 HSCJ224953-004136 342.470148 -0.69331 0.344 27.415 -1.0
2220 HSCJ224956-001532 342.482128 -0.25894 0.4996 15.387 0.51166
2221 HSCJ225002+031357 342.509063 3.232585 0.1633 27.422 0.15205
2222 HSCJ225025+043642 342.604539 4.611731 0.412 23.681 0.41935
2223 HSCJ225036+004833 342.649425 0.809028 0.1829 18.895 0.15924
2224 HSCJ225056+015623 342.734025 1.939761 0.182 17.14 -1.0
2225 HSCJ225122+000144 342.84141 0.028942 0.246 26.961 -1.0
2226 HSCJ225138+001713 342.908049 0.28681 0.2061 16.675 -1.0
2227 HSCJ225153+051235 342.969061 5.209852 0.436 23.668 0.43349
2228 HSCJ225155-005727 342.97782 -0.957582 0.372 22.81 -1.0
2229 HSCJ225202-001254 343.007436 -0.215127 0.3562 17.633 0.34518
2230 HSCJ225214+035922 343.058168 3.989474 0.354 19.597 -1.0
2231 HSCJ225227+050604 343.110656 5.101107 0.2131 15.384 -1.0
2232 HSCJ225248+020310 343.201151 2.052866 0.4613 26.748 -1.0
2233 HSCJ225308+020840 343.283416 2.144475 0.4835 19.891 0.46962
2234 HSCJ225327+014939 343.361023 1.827565 0.4615 17.296 -1.0
2235 HSCJ225333+004727 343.386088 0.790855 0.258 24.192 -1.0
2236 HSCJ225400+005010 343.501254 0.835985 0.174 16.245 0.1563
2237 HSCJ225402-005641 343.509922 -0.944789 0.1871 23.003 0.16003
2238 HSCJ225433+004109 343.639473 0.685716 0.2638 22.438 -1.0
2239 HSCJ225537-001249 343.904326 -0.213641 0.2329 15.203 0.22308
2240 HSCJ225546+010244 343.940924 1.045463 0.36 26.641 -1.0
2241 HSCJ225553+012831 343.972887 1.475269 0.358 20.03 -1.0
2242 HSCJ225615-003452 344.061809 -0.580978 0.1098 33.366 0.11004
2243 HSCJ225637-003005 344.154317 -0.501372 0.224 35.643 -1.0
2244 HSCJ225658+000807 344.243458 0.135326 0.2265 21.939 -1.0
2245 HSCJ225706+004940 344.274574 0.827702 0.4278 26.589 0.42715
2246 HSCJ225729+003102 344.371031 0.517172 0.278 16.298 0.27303
2247 HSCJ225740+022819 344.415173 2.471975 0.324 20.626 0.33878
2248 HSCJ225759+001743 344.497365 0.295187 0.1155 18.444 0.1137
2249 HSCJ225816+003129 344.565521 0.524751 0.268 24.032 0.25584
2250 HSCJ225828+010629 344.616637 1.107962 0.4234 19.023 0.43553
2251 HSCJ225831-000629 344.627745 -0.10798 0.2631 20.006 0.26121
2252 HSCJ225930+011754 344.873101 1.298283 0.38 21.026 0.38642
2253 HSCJ225955+005251 344.980486 0.880932 0.4361 23.853 0.44137
2254 HSCJ230008+001512 345.034432 0.253404 0.1873 38.091 0.17725
2255 HSCJ230009+012823 345.037345 1.473192 0.3801 37.372 0.37931
2256 HSCJ230035+014511 345.146744 1.752976 0.1806 45.334 0.1814
2257 HSCJ230048+002109 345.201453 0.35258 0.4752 17.706 -1.0
2258 HSCJ230135+003713 345.396114 0.620272 0.4429 22.424 0.43132
2259 HSCJ230158+001220 345.49129 0.205577 0.1173 19.482 0.10914
2260 HSCJ230201+005824 345.503818 0.973242 0.3598 21.907 0.372
2261 HSCJ230220+003748 345.582674 0.630007 0.296 37.105 -1.0
2262 HSCJ230221+004446 345.589566 0.746017 0.404 42.077 0.4035
2263 HSCJ230228-002517 345.615345 -0.421256 0.2606 17.957 0.26472
2264 HSCJ230251+011639 345.711985 1.277624 0.4679 23.068 -1.0
2265 HSCJ230257+014153 345.737901 1.698057 0.472 23.175 0.44809
2266 HSCJ230301+001646 345.754102 0.279446 0.4182 15.123 0.40512
2267 HSCJ230308-004615 345.782943 -0.770887 0.3457 19.461 0.35244
2268 HSCJ230317-005114 345.819762 -0.853929 0.276 50.13 0.26854
2269 HSCJ230326-002138 345.858919 -0.36051 0.3404 19.449 0.34407
2270 HSCJ230328+005132 345.86621 0.858889 0.472 26.616 0.46067
2271 HSCJ230349-004024 345.95329 -0.673297 0.2729 15.712 0.26621
2272 HSCJ230411+000418 346.04636 0.071532 0.3919 26.205 0.4066
2273 HSCJ230531+004043 346.377904 0.678618 0.4161 24.661 0.40448
2274 HSCJ230650+014229 346.706794 1.708073 0.412 37.754 -1.0
2275 HSCJ230710+010224 346.791503 1.039977 0.454 15.225 0.46215
2276 HSCJ230736-004939 346.900028 -0.82746 0.42 22.664 -1.0
2277 HSCJ230740+013056 346.916265 1.515519 0.4091 70.299 0.38815
2278 HSCJ230748+013205 346.951839 1.534601 0.326 26.262 -1.0
2279 HSCJ230805+020709 347.020056 2.119128 0.4074 18.82 0.38089
2280 HSCJ230809+002800 347.038082 0.466613 0.32 21.949 0.33571
2281 HSCJ230815-001723 347.063184 -0.289769 0.4213 21.657 0.39284
2282 HSCJ230843+011443 347.181188 1.245282 0.392 18.093 0.38363
2283 HSCJ230845-001941 347.188993 -0.328045 0.3349 17.193 0.35056
2284 HSCJ230855+000808 347.227443 0.1356 0.4696 15.913 0.45019
2285 HSCJ230856-000356 347.234662 -0.065497 0.488 21.876 -1.0
2286 HSCJ231003+002503 347.513038 0.417389 0.4695 17.756 0.46651
2287 HSCJ231102-004850 347.758083 -0.813831 0.1765 17.259 -1.0
2288 HSCJ231157+003502 347.987334 0.583985 0.4885 18.658 -1.0
2289 HSCJ231335+003443 348.397749 0.578744 0.3635 37.192 0.36831
2290 HSCJ231345-002830 348.439488 -0.475051 0.436 19.091 0.43152
2291 HSCJ231416+004329 348.566344 0.724593 0.404 33.668 0.4016
2292 HSCJ231451+002807 348.712984 0.468671 0.3522 22.001 0.36817
2293 HSCJ231504+020629 348.764751 2.108121 0.362 23.763 -1.0
2294 HSCJ231543+005232 348.928726 0.875515 0.3221 32.396 0.33114
2295 HSCJ231555+012906 348.979946 1.485004 0.4361 37.532 0.42356
2296 HSCJ231611+022249 349.04602 2.380176 0.3527 19.256 -1.0
2297 HSCJ231626+015810 349.108092 1.969471 0.1344 27.139 0.12901
2298 HSCJ231639+010717 349.163432 1.121441 0.4391 25.524 0.42339
2299 HSCJ231639+015610 349.164507 1.936174 0.388 16.038 0.38705
2300 HSCJ231805+015813 349.519498 1.970314 0.1332 19.627 0.12076
2301 HSCJ231830-002441 349.626802 -0.411442 0.3991 18.247 0.38177
2302 HSCJ232018+015110 350.073989 1.852719 0.39 15.129 -1.0
2303 HSCJ232230-002223 350.623646 -0.372935 0.3 37.401 0.28195
2304 HSCJ232235+005748 350.647675 0.963241 0.1161 15.887 0.12143
2305 HSCJ232304+011156 350.765618 1.198975 0.322 19.82 0.33965
2306 HSCJ232313+021732 350.803884 2.292168 0.2866 30.352 -1.0
2307 HSCJ232317+010339 350.819429 1.060845 0.3456 17.233 0.33881
2308 HSCJ232327+012433 350.862746 1.409227 0.4462 25.582 -1.0
2309 HSCJ232410+012728 351.039639 1.4578 0.1923 16.309 0.18981
2310 HSCJ232429+020559 351.120351 2.09963 0.194 75.55 0.19098
2311 HSCJ232605+014627 351.522772 1.774243 0.4361 25.639 -1.0
2312 HSCJ232706+013509 351.776806 1.585899 0.498 17.326 -1.0
2313 HSCJ232729+003741 351.870531 0.62794 0.4625 16.494 0.45694
2314 HSCJ232759+005516 351.994427 0.921063 0.2513 15.986 0.27209
2315 HSCJ232823+002325 352.095871 0.390247 0.4184 16.86 0.40785
2316 HSCJ232908+011055 352.281909 1.18186 0.48 16.481 0.47864
2317 HSCJ232924-004856 352.34874 -0.815431 0.312 27.891 0.30072
2318 HSCJ233007+013246 352.527168 1.546014 0.4445 21.443 -1.0
2319 HSCJ233145+011901 352.939297 1.317017 0.469 15.334 0.47843
2320 HSCJ233253+011050 353.218981 1.180663 0.4775 50.392 -1.0
2321 HSCJ233316+010037 353.317391 1.01026 0.4732 30.162 0.48012
2322 HSCJ233401+020836 353.505785 2.143195 0.478 15.785 -1.0
2323 HSCJ233424-002619 353.601374 -0.438592 0.4838 43.896 0.46399
2324 HSCJ233526+010333 353.856971 1.059076 0.104 27.318 0.08438
2325 HSCJ233538+001525 353.90737 0.257023 0.479 26.05 -1.0
2326 HSCJ233541+003928 353.922815 0.657743 0.496 33.755 0.48352
2327 HSCJ233559-002904 353.99393 -0.484338 0.258 19.906 0.27
2328 HSCJ233655+014059 354.230132 1.68307 0.186 28.209 -1.0
2329 HSCJ233737-000055 354.404833 -0.015331 0.458 17.432 0.93043
2330 HSCJ233738-004040 354.406582 -0.677784 0.2739 36.357 0.28795
2331 HSCJ233740+001617 354.415554 0.271375 0.2501 109.879 0.2772
2332 HSCJ233900+004258 354.75145 0.716102 0.1826 16.38 0.18341
2333 HSCJ233912+012452 354.799026 1.414469 0.338 40.649 -1.0
2334 HSCJ234002-002557 355.006479 -0.432551 0.2594 27.194 -1.0
2335 HSCJ234024-000535 355.102037 -0.092983 0.27 31.993 0.27606
2336 HSCJ234032+014359 355.134964 1.733025 0.2263 26.771 0.22401
2337 HSCJ234100+000454 355.249032 0.081593 0.1822 37.662 0.18481
2338 HSCJ234105+001815 355.272561 0.304233 0.2735 57.321 -1.0
2339 HSCJ234131-002457 355.377996 -0.415791 0.438 18.685 0.45333
2340 HSCJ234146+010728 355.440778 1.124454 0.244 24.91 0.25074
2341 HSCJ234153-002302 355.471491 -0.383777 0.2884 18.306 0.27889
2342 HSCJ234309+005951 355.787961 0.997584 0.4673 15.087 0.46336
2343 HSCJ234337+001713 355.906167 0.286846 0.2605 99.315 0.26142
2344 HSCJ234356+000452 355.983685 0.0812 0.288 15.841 0.27845
2345 HSCJ234541+013027 356.422327 1.507591 0.332 18.075 -1.0
2346 HSCJ234545+013407 356.439058 1.56864 0.2025 21.747 0.19986
2347 HSCJ234602+000603 356.508179 0.100696 0.436 21.391 0.4257
2348 HSCJ234617+010214 356.571886 1.03723 0.4298 16.417 0.42581
2349 HSCJ234624+004458 356.599537 0.749424 0.284 43.586 0.27463
2350 HSCJ234625+004146 356.602877 0.696182 0.4618 17.725 0.45653
2351 HSCJ234732-000720 356.884838 -0.122166 0.2603 38.673 -1.0
2352 HSCJ234815+002900 357.061735 0.483387 0.4218 17.253 0.41208
2353 HSCJ234815+004707 357.063207 0.785263 0.294 17.443 0.27945
2354 HSCJ234914+005432 357.307453 0.908937 0.338 22.869 0.36888
2355 HSCJ234924+000900 357.348889 0.149971 0.404 18.707 0.39854
2356 HSCJ234933-002958 357.38612 -0.49937 0.4402 15.954 0.40796
2357 HSCJ234952+014744 357.465937 1.795442 0.351 16.604 -1.0
2358 HSCJ235110-002839 357.790883 -0.477483 0.436 19.38 0.44002
2359 HSCJ235127+004633 357.864108 0.775862 0.4347 39.204 0.41489
2360 HSCJ235255-001237 358.230825 -0.210265 0.39 15.924 -1.0
2361 HSCJ235407+005932 358.530826 0.992084 0.2232 16.714 0.24127
2362 HSCJ235417+014621 358.568947 1.772514 0.4263 25.322 -1.0
2363 HSCJ235428-001324 358.615498 -0.223267 0.31 24.22 0.3296
2364 HSCJ235445+020918 358.686381 2.155001 0.421 25.434 0.41485
2365 HSCJ235509+004512 358.786899 0.753426 0.284 21.034 0.27894
2366 HSCJ235523+015559 358.847457 1.933006 0.4408 18.627 0.41565
2367 HSCJ235539+014555 358.911598 1.765287 0.22 41.375 0.2259
2368 HSCJ235553+004127 358.968959 0.690725 0.316 16.556 -1.0
2369 HSCJ235642+001222 359.175781 0.206186 0.4355 16.38 -1.0
2370 HSCJ235643+010700 359.180239 1.116794 0.2803 16.44 0.28099
2371 HSCJ235647+010730 359.195673 1.12508 0.44 46.42 0.43721
2372 HSCJ235752+015225 359.466519 1.873514 0.4256 15.346 0.42112
2373 HSCJ235753+011631 359.468813 1.275294 0.192 43.728 -1.0
2374 HSCJ235845+021442 359.68629 2.244888 0.2526 17.502 0.2512
2375 HSCJ235925+015923 359.852628 1.98979 0.274 15.179 -1.0
2376 HSCJ235934+020824 359.889826 2.139925 0.4291 48.848 -1.0
